ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.5015,Andre,Drummond,C,PHI,DET,DET@PHI,7:00PM EDT,26,32.8," "," "
nba.p.5294,Joel,Embiid,C,PHI,DET,DET@PHI,7:00PM EDT,54,60.5,INJ," "
nba.p.5475,Kelly,Oubre Jr.,PF,PHI,DET,DET@PHI,7:00PM EDT,25,29.0," "," "
nba.p.5647,Guerschon,Yabusele,SF,PHI,DET,DET@PHI,7:00PM EDT,10,18.6," "," "
nba.p.6275,Caleb,Martin,SF,PHI,DET,DET@PHI,7:00PM EDT,21,27.1," "," "
nba.p.6413,Tyrese,Maxey,PG,PHI,DET,DET@PHI,7:00PM EDT,43,45.3," "," "
nba.p.6444,KJ,Martin,SF,PHI,DET,DET@PHI,7:00PM EDT,10,13.7," "," "
nba.p.6636,Jeff,Dowtin Jr.,PG,PHI,DET,DET@PHI,7:00PM EDT,10,0.0," "," "
nba.p.6750,Lester,Quinones,SG,PHI,DET,DET@PHI,7:00PM EDT,10,2.7," "," "
nba.p.10125,Ricky,Council IV,SG,PHI,DET,DET@PHI,7:00PM EDT,10,3.6," "," "
nba.p.10276,Jared,McCain,SG,PHI,DET,DET@PHI,7:00PM EDT,14,5.3," "," "
nba.p.10310,Justin,Edwards,SF,PHI,DET,DET@PHI,7:00PM EDT,10,0.0," "," "
nba.p.10335,Adem,Bona,C,PHI,DET,DET@PHI,7:00PM EDT,10,1.6," "," "
nba.p.3704,LeBron,James,SF,LAL,CLE,LAL@CLE,7:00PM EDT,49,39.9," "," "
nba.p.5007,Anthony,Davis,C,LAL,CLE,LAL@CLE,7:00PM EDT,54,62.3," "," "
nba.p.5433,D'Angelo,Russell,PG,LAL,CLE,LAL@CLE,7:00PM EDT,30,24.8,GTD," "
nba.p.5583,Christian,Wood,C,LAL,CLE,LAL@CLE,7:00PM EDT,13,16.4,INJ," "
nba.p.6052,Jarred,Vanderbilt,PF,LAL,CLE,LAL@CLE,7:00PM EDT,15,16.0,INJ," "
nba.p.6170,Jaxson,Hayes,PF,LAL,CLE,LAL@CLE,7:00PM EDT,12,12.9," "," "
nba.p.6171,Rui,Hachimura,PF,LAL,CLE,LAL@CLE,7:00PM EDT,20,33.0," "," "
nba.p.6172,Cam,Reddish,SG,LAL,CLE,LAL@CLE,7:00PM EDT,12,12.6," "," "
nba.p.6353,Gabe,Vincent,PG,LAL,CLE,LAL@CLE,7:00PM EDT,13,7.4," "," "
nba.p.6606,Austin,Reaves,SG,LAL,CLE,LAL@CLE,7:00PM EDT,27,38.8,GTD," "
nba.p.6723,Christian,Koloko,C,LAL,CLE,LAL@CLE,7:00PM EDT,10,0.0,INJ," "
nba.p.6725,Max,Christie,SG,LAL,CLE,LAL@CLE,7:00PM EDT,10,9.2," "," "
nba.p.10079,Maxwell,Lewis,PF,LAL,CLE,LAL@CLE,7:00PM EDT,10,0.7," "," "
nba.p.10109,Jalen,Hood-Schifino,PG,LAL,CLE,LAL@CLE,7:00PM EDT,10,3.2," "," "
nba.p.10291,Dalton,Knecht,SF,LAL,CLE,LAL@CLE,7:00PM EDT,13,9.5," "," "
nba.p.10334,Armel,Traore,PF,LAL,CLE,LAL@CLE,7:00PM EDT,10,0.0," "," "
nba.p.10339,Bronny,James,PG,LAL,CLE,LAL@CLE,7:00PM EDT,10,1.2," "," "
nba.p.10361,Quincy,Olivari,PG,LAL,CLE,LAL@CLE,7:00PM EDT,10,0.0," "," "
nba.p.4884,Tristan,Thompson,C,CLE,LAL,LAL@CLE,7:00PM EDT,10,1.7," "," "
nba.p.5651,Caris,LeVert,SG,CLE,LAL,LAL@CLE,7:00PM EDT,26,23.5," "," "
nba.p.5681,Georges,Niang,PF,CLE,LAL,LAL@CLE,7:00PM EDT,10,12.0," "," "
nba.p.5826,Donovan,Mitchell,SG,CLE,LAL,LAL@CLE,7:00PM EDT,45,36.2," "," "
nba.p.5835,Jarrett,Allen,C,CLE,LAL,LAL@CLE,7:00PM EDT,33,37.8," "," "
nba.p.6167,Darius,Garland,PG,CLE,LAL,LAL@CLE,7:00PM EDT,30,31.4," "," "
nba.p.6212,Ty,Jerome,PG,CLE,LAL,LAL@CLE,7:00PM EDT,10,20.7," "," "
nba.p.6256,Dean,Wade,C,CLE,LAL,LAL@CLE,7:00PM EDT,10,19.4," "," "
nba.p.6267,Max,Strus,SF,CLE,LAL,LAL@CLE,7:00PM EDT,22,25.7,INJ," "
nba.p.6397,Isaac,Okoro,SF,CLE,LAL,LAL@CLE,7:00PM EDT,15,11.8," "," "
